epoch,train_loss,val_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc
25,0.6155105233192444,0.614151656627655,0.6169944925255704,0.13513513513513514,0.6866537717601547,0.22582697201017812,0.719211754111494
26,0.6149615049362183,0.6126962304115295,0.6254917387883556,0.1374075515764889,0.6827852998065764,0.2287751134154245,0.7212101001707614
27,0.6180806756019592,0.6114883422851562,0.6214004720692369,0.1371494429504418,0.690522243713733,0.22884615384615384,0.7233674789927661
28,0.6132739186286926,0.6109577417373657,0.6077104642014162,0.13488543976348855,0.7059961315280464,0.226497052435619,0.7250068417219802
29,0.6128130555152893,0.6104749441146851,0.6033044846577498,0.13457330415754923,0.7137330754352031,0.22644983123657564,0.7260007964890868
30,0.6144623756408691,0.6097537875175476,0.604720692368214,0.134481495053133,0.7098646034816247,0.226124460874923,0.7264522176124808
31,0.6116178035736084,0.608828067779541,0.6174665617623918,0.1372251705837756,0.7001934235976789,0.2294770206022187,0.7267340037889556
32,0.610275387763977,0.6082546710968018,0.6294256490952006,0.13761829652996846,0.6750483558994197,0.22862757943006878,0.7268201465354381
33,0.6105324029922485,0.6080076694488525,0.6325727773406766,0.13813694267515925,0.6711798839458414,0.22911852096401453,0.727377589500657
34,0.6101503372192383,0.6079680919647217,0.6236034618410701,0.13676869430453312,0.6827852998065764,0.2278889606197547,0.7279065390958857
35,0.6082046031951904,0.6082845330238342,0.6154209284028325,0.1354521377222853,0.6924564796905223,0.22658227848101264,0.7273356777413108
36,0.6066880822181702,0.6082391142845154,0.6162077104642014,0.13543247344461304,0.690522243713733,0.22645099904852523,0.7269357766066782
37,0.6092645525932312,0.6080581545829773,0.6287962234461054,0.13682965299684544,0.6711798839458414,0.2273173927284638,0.7263336056769395
38,0.6072946786880493,0.6081408262252808,0.6454760031471283,0.14072847682119205,0.6576402321083172,0.23184452778724854,0.7256582134126905
39,0.6085104942321777,0.6080887913703918,0.6506687647521636,0.1429769392033543,0.6595744680851063,0.23501033769813923,0.7255694201201625
40,0.6083471775054932,0.6075801253318787,0.6457907159716758,0.14203137902559868,0.6653771760154739,0.2340932289894522,0.7263152175137481
41,0.6058266162872314,0.6065844893455505,0.6333595594020456,0.13956262425447316,0.6789168278529981,0.23153034300791556,0.7277193442814137
42,0.6050598621368408,0.6058127284049988,0.6281667977970102,0.13860610806577917,0.6847195357833655,0.23054379680885706,0.729056213443172
43,0.6054795384407043,0.6053027510643005,0.6365066876475216,0.14096916299559473,0.6808510638297872,0.23357664233576642,0.7294423648701929
44,0.6054890751838684,0.6050769686698914,0.640912667191188,0.13994288045695635,0.6634429400386848,0.23113207547169812,0.7292548387374653
45,0.6012296080589294,0.6048951745033264,0.6468922108575924,0.14184985483201992,0.6615087040618955,0.2336065573770492,0.7292523538505477
46,0.6043664813041687,0.6045401692390442,0.6457907159716758,0.14262159934047816,0.6692456479690522,0.23513421678559293,0.7299269178191573
47,0.6022306680679321,0.6043521165847778,0.6437450826121165,0.1427402862985685,0.6750483558994197,0.23565158676569886,0.7307523972532391
48,0.6047961115837097,0.6041560173034668,0.6432730133752951,0.14256535947712418,0.6750483558994197,0.23541315345699831,0.7315182394012947
49,0.6034026741981506,0.6039700508117676,0.6473642800944138,0.14409578860445912,0.6750483558994197,0.23749574685267097,0.7320798238447098
50,0.6026943922042847,0.6036567687988281,0.651140833988985,0.14524207011686144,0.6731141199226306,0.23892893923789907,0.7325211397613052
51,0.6013904809951782,0.6034507751464844,0.6558615263571991,0.14558573853989815,0.6634429400386848,0.2387747998607727,0.7320417222453042
52,0.6027435064315796,0.6036587953567505,0.6629425649095201,0.14781100996965757,0.6595744680851063,0.2415014164305949,0.7310090032422805
53,0.6007665395736694,0.603628396987915,0.6670338316286388,0.1491882404563405,0.6576402321083172,0.24320457796852646,0.7311156877206165
54,0.6011196374893188,0.6032682657241821,0.6640440597954367,0.1497835497835498,0.6692456479690522,0.24478245489918643,0.7319578987266114
55,0.6012219190597534,0.6028282642364502,0.6512981904012588,0.1464835622138993,0.6808510638297872,0.2410958904109589,0.733581358179552
56,0.6024271845817566,0.6027430891990662,0.6497246262785209,0.14587650227932034,0.6808510638297872,0.2402730375426621,0.7339580670362853
57,0.6011659502983093,0.6027444005012512,0.6607395751376869,0.14873553364766395,0.6711798839458414,0.24350877192982456,0.733236455875366
58,0.5996173024177551,0.6030064821243286,0.6728560188827695,0.15196078431372548,0.6595744680851063,0.24701195219123506,0.7323306317642763
59,0.5985596179962158,0.6030184030532837,0.6742722265932337,0.15194979829672792,0.655705996131528,0.24672489082969432,0.7325304166724648
60,0.5994188785552979,0.6030023694038391,0.6704956726986625,0.1515687140963323,0.6634429400386848,0.24676258992805755,0.7329336309896541
61,0.6005629301071167,0.6030114889144897,0.6594807238394964,0.14822725331055106,0.6711798839458414,0.24282715185444367,0.7331927218656132
62,0.5972945094108582,0.6032776832580566,0.6594807238394964,0.14762516046213095,0.6673114119922631,0.24176594253679046,0.7323028010307974
63,0.5964474081993103,0.6033245921134949,0.6659323367427222,0.14842381786339756,0.655705996131528,0.2420564084255623,0.731860491159435
64,0.5981537699699402,0.6031433343887329,0.6640440597954367,0.1491760624457936,0.6653771760154739,0.24371236273467942,0.7322951807109163
65,0.5978918075561523,0.6031330823898315,0.6553894571203777,0.1483816729718369,0.6827852998065764,0.24378453038674033,0.7334021150032171
66,0.5980323553085327,0.602897584438324,0.6601101494885917,0.15057422373458104,0.6847195357833655,0.24686192468619247,0.733656898741852
67,0.5979926586151123,0.6031339168548584,0.6593233674272226,0.14965986394557823,0.6808510638297872,0.24538166608574416,0.7331257955779614
68,0.5978029370307922,0.6032904982566833,0.6619984264358773,0.14803625377643503,0.6634429400386848,0.24206069160197602,0.7325817710020985
69,0.5973337888717651,0.6031327247619629,0.6656176239181747,0.14952048823016564,0.6634429400386848,0.2440412664532195,0.7324886705722462
70,0.595632016658783,0.602872371673584,0.6643587726199842,0.15021645021645022,0.6711798839458414,0.2454899186416696,0.7331127085068612
71,0.5983424186706543,0.6024591326713562,0.6626278520849724,0.14980628497632373,0.6731141199226306,0.24507042253521127,0.7337228310747368
72,0.5965014696121216,0.6021389961242676,0.6577498033044846,0.14872881355932202,0.6789168278529981,0.2440041710114703,0.7340564685582288
73,0.5957408547401428,0.6020675301551819,0.6634146341463415,0.14861351819757365,0.6634429400386848,0.24283185840707966,0.7334875951131883
74,0.5969987511634827,0.6019576191902161,0.6734854445318647,0.15223214285714284,0.6595744680851063,0.24737033006891548,0.7333696458141582
75,0.5969980955123901,0.6017811298370361,0.6734854445318647,0.1537777777777778,0.6692456479690522,0.2500903505601735,0.7342492957830474
76,0.5944486856460571,0.6016358137130737,0.67081038552321,0.1541501976284585,0.6789168278529981,0.25125268432355047,0.7356724733504162
77,0.5972245335578918,0.6017279624938965,0.6711250983477577,0.15428571428571428,0.6789168278529981,0.251432664756447,0.7362193141314526
78,0.5962207317352295,0.6020662784576416,0.6752163650668764,0.1557632398753894,0.6769825918762089,0.2532561505065123,0.7359307359307359
79,0.5948693752288818,0.6025346517562866,0.6811959087332808,0.1575124829777576,0.6711798839458414,0.2551470588235294,0.7353996327668454
80,0.5954157114028931,0.6024731397628784,0.6742722265932337,0.1547354379724322,0.6731141199226306,0.25162689804772237,0.7352561719621264
81,0.5958135724067688,0.6023505330085754,0.6656176239181747,0.15194805194805194,0.6789168278529981,0.2483197736116024,0.7348433494155214
82,0.5940882563591003,0.6018932461738586,0.6616837136113297,0.15091919623770841,0.6827852998065764,0.24719887955182074,0.7350828925143942
83,0.5955350399017334,0.6013887524604797,0.6593233674272226,0.1505513146734521,0.6866537717601547,0.24695652173913044,0.7361613334367046
84,0.5929407477378845,0.601195752620697,0.6648308418568056,0.1519205869659042,0.6808510638297872,0.24841213832039521,0.7362386962494111
85,0.5967711806297302,0.601382851600647,0.6667191188040913,0.1521077792264233,0.6769825918762089,0.248403122782115,0.7356580610062932
86,0.5942268371582031,0.6011176705360413,0.6697088906372934,0.1527655838454785,0.6731141199226306,0.24901610017889086,0.7362342234529591
87,0.5941362977027893,0.6009658575057983,0.6739575137686861,0.1530566711289603,0.6634429400386848,0.24873096446700507,0.7366583108202579
88,0.5948570966720581,0.6011359095573425,0.6822974036191974,0.1564501372369625,0.6615087040618955,0.25305216426193117,0.7364306951785905
89,0.5944761037826538,0.6016241908073425,0.6816679779701023,0.15710382513661203,0.6673114119922631,0.25433099889421307,0.735725981248712
90,0.5948576331138611,0.6015335321426392,0.6684500393391031,0.1531413612565445,0.6789168278529981,0.24991100035599859,0.7361013648324225
91,0.594138503074646,0.6013437509536743,0.6546026750590087,0.1489539748953975,0.688588007736944,0.24492604059167528,0.7368319215862458
92,0.5938966274261475,0.6017404794692993,0.652714398111723,0.14791666666666667,0.6866537717601547,0.24340075419952006,0.7356645217122794
93,0.5932043194770813,0.6019352078437805,0.6693941778127459,0.15232660228270412,0.6711798839458414,0.2483005366726297,0.7342403501901436
94,0.5909773707389832,0.6025710701942444,0.6753737214791503,0.1539838854073411,0.6653771760154739,0.2500908760450745,0.7331556142209746
95,0.595318078994751,0.6018818020820618,0.6725413060582218,0.15336879432624115,0.6692456479690522,0.24954922466642626,0.734094238839379
96,0.5945754051208496,0.6018545627593994,0.6613690007867821,0.1489909832546157,0.6711798839458414,0.2438510189739986,0.7349957558131444
97,0.5940966606140137,0.6018640398979187,0.6722265932336743,0.1526175687666371,0.6653771760154739,0.24828581739444244,0.7342864034276861
98,0.5923300385475159,0.6025594472885132,0.6848151062155783,0.1572878228782288,0.6595744680851063,0.25400372439478586,0.7329392634000012
99,0.5936399102210999,0.6025749444961548,0.6822974036191974,0.15613553113553114,0.6595744680851063,0.25249907441688263,0.7332329770336812
100,0.5930846929550171,0.602043628692627,0.6733280881195909,0.15247436469014714,0.6615087040618955,0.24782608695652175,0.7344825438350618
